month,length
20,87.37607391495112
20,90.29478171863846
20,84.80844234391589
20,74.48604656928747
20,82.65981069957033
20,84.03352623342184
20,82.68910160880637
21,83.79363125162246
21,96.60035522252372
21,80.357376486272
21,91.1415394280579
21,88.32230694415503
21,76.2129522654077
21,84.9809829990423
21,86.67637139659021
21,92.38402584884338
21,80.85836550766432
21,97.513025864294
21,92.60045696980066
21,85.75270327284525
21,79.30573580246144
21,80.12590109498717
21,82.55150573525327
21,84.62306984483475
21,84.54984556440834
21,83.27323371612763
21,91.68358923979196
21,86.34379305845403
21,82.46715475564505
21,85.30276991475237
21,79.90426461102633
21,86.21370451844906
21,79.81491388940616
21,85.38386609473804
21,75.61071270825508
21,85.52457802092412
21,93.69717998804173
21,88.66940785031296
21,87.89200508578426
21,92.25163558980285
21,86.9522708568616
21,88.8508035716195
21,87.57289227131012
21,76.2157094197253
21,81.44167744497919
21,88.51832634569404
21,92.52791553854505
21,87.31242477595178
22,78.71263452404256
22,91.63385406818064
22,82.6520007157661
22,84.3744097891179
22,91.30852649801854
22,79.96338711911552
22,81.61261347001864
22,84.295813376886
22,88.81517149090479
22,80.2988251324989
22,77.40305078629781
22,87.2379682878505
22,84.06027194476523
22,91.38395097559464
22,89.59787793873907
22,91.62079732658984
22,92.8193645365567
22,92.24137361208136
22,76.43942909334869
22,77.71863214003142
22,88.55951886952289
22,88.96395213325941
22,77.95509382945143
22,82.74625964571091
22,91.23181563583832
22,92.76141866319487
22,85.5457387217177
22,89.36846664129908
22,89.10512726445961
22,90.92382869101242
23,90.97831843964916
23,85.31646661397632
23,83.21785139605389
23,82.74694286711575
23,84.24183082196753
23,88.53873707249656
23,84.24292413394309
23,77.6760925255015
23,91.96788059573556
23,91.148714792925
23,84.65728687100297
23,97.4395833751316
23,86.35736660241565
23,90.30806076571189
23,86.76620237425064
23,78.94318283148236
24,89.86260498322335
24,86.70593948051919
24,92.23869279537725
24,86.73034187217746
24,81.02343959232779
24,90.3710538876828
24,80.49576392474158
24,85.5149288874069
24,91.65871132419028
24,88.52794650394543
24,94.06219175645536
24,87.1312677790675
24,82.14414650595516
24,83.4851253700704
24,84.19443790023098
24,90.25150090540264
24,85.40245169342406
24,84.72211039555361
24,74.2308213391529
24,92.32109172843418
24,85.30380521251013
24,86.94866672210753
24,88.17681990576997
24,79.07148226013047
24,87.27725658632868
24,93.07974128153374
24,87.50474803627387
24,78.82336361331865
24,88.31974430015948
24,89.21055719344793
24,85.10846706355119
24,87.9905652314358
24,84.5124126032563
24,87.9681094974526
24,83.87045319524113
24,89.92279315082199
24,89.15198916178072
24,87.85582657692316
24,83.97658280199836
24,94.82978853696982
24,89.38589517814043
24,94.6727303991926
24,75.44190310171395
24,95.49007170326122
24,96.4306433999979
24,84.42186434407755
24,86.15102724219427
24,83.6451768058014
24,81.13556856444946
24,90.92918567478176
24,97.35113964509276
24,94.19337900346213
